sequence,label
Homelander mange des M&M's® (m) (m) (m) (m) (m) Mmmm C'est Vraiment Bon !  (。●́‿●̀。),neutral
Je suis nouvelle,positive
ماهو التقوى,neutral
الله اكبر,neutral
Faust tu peut amener ta sœur cest plus facile,neutral
YouTube Cantic War Sujet An Anaon par Tri Yann - Topic (durée: 3:36) - Vue(s): 1425,neutral
Bonjour à tous,positive
"Je comprend pourquoi ça ne parle pas de foot ici logiquement,c est 😒 😂",negative
Et tramontane,neutral
grominet01: tu penses ? je ne sais pas je suis pas uen grenouille de la météo :p,negative
Ouï chaouki,positive
Speedd mneytek ;(,négative
Coucou LuTiN_MaLiN ,positive
!jump,neutral
Mouahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh Reglisse__ bisouuuuuuuuuuuudouuuuux :-* :-* :-* ♥♥♥,positive
Deluge non ça va,positive
baloo|fb: wach dert f lafair hadik hhh,neutral
!seen Arabica mesfara,neutral
kristina fait un énorme Kiiiiisss à Esteban31|DiaL-MuSic|OnAiR*,positive
"Davros Il y a certainement pleins de choses qui le rendrait mécontent, on dit qu'il est miséricordieux je me fais pas trop de soucis pour le jugement dernier...",negative
bonsoir Bilbon,positive
Quel est l'intérêt Koharu?,negative
connais,positive
au pays de Candice y a des méchants et des gentils :),positive
Bonjour a toutes et a tous,positive
سلام عليكم من جزائر,neutral
"Pas de soucis Desesperance, et le ""mieux"", je le saurai en septembre :)",neutral
bonsoir Flower,positive
toto: soukna maknch ya kho asber 30 an nchlh,neutral
Salut elinea ,positive
c koi cuiss de grenouille,neutral
!scanner,neutral
bonjour carpediem1,positive
Oliv (Chaat@7B2FAD6B.175FAF25.DC75B415.IP) a été vu pour la dernière fois quitter #Accueil il y a 37 minutes (Bon retour sur www.chaat.fr).,negative
tu veux une gaufre avec de la chantilly chipie,neutral
bonne soirée pipoune,positive
Belkacem|Abs: clavier ghyr re9yh hhh,neutral
Lol mamy tu as bien raison,positive
mdrr,positive
marche pas sur tel ça choups1 si ? :),positive
!love Racho 😂😂😂😂,positive
HamsterJovial|Otaf:  je me disais aussi,neutral
"Candice plus sérieusement, quelle séductrice ? Haha :p",negative
"mes pates a la sauce piquante et aux olives romarin , j'en ai mangé une platrée , peché de gourmandise en dehors des tit gateaux Desesperance",neutral
Arabica:  mes aussi fb et rejoint moi hhhhhhhhh,neutral
Slt gcds,positive
Salamon: c koi ton psd,neutral
oups glissage,negative
 ChoupetteNoPV prend new-man dans ses bras et lui fait un énorme calin ❤❤❤,positive
Ayah|OnAir: hhh,neutral
"Candice : je reste déçue mais oui, vers l'infini et au-delà ;)",positive
!cookie Desesperance,negative
wahnou kayen drahem speedd c est quoi ton prijet Unknown ?,neutral
bonjour,positive
J'ai fait de la télépathie,positive 
Ça va Baloo,positive
Fadila: traduis stp,neutral
Sephi t la,neutral
Fais un bisou de ma part a rachel stp choups1,positive
t'es blonde et bien gaulée au moins barbie ? :D,positive
"ca va, merci",positive
New-man :/ rah 3ndek intaj kbir ta3 les câlins rak tsadar 😂,positive
dans deux jours tu vas oublier lol,positive
laissé moiii Petch,negative
Temrade speedd 😂😂😂😂,positive
j'aurai du lui mettre une giffle y s'en serait souvenu aussi tiens,negative
اهوكا في شوكة,neutral
Bsr Pauline,positive
Que l'italie soit champion d Europe c est une probabilité,neutral
hannibal-smith76: tu croyais ?,neutral
jai un oeil sur le match et un oeil sur le salon,neutral
Bonjour,positive
!calin Aaliyah,positive
fallait pas le tuer pitié,negative
ca va devenir le bordel s'il fait moche,negative
Raphry:  sauf que ce salon n'est pas fait pour ta demande,negative
PhenixFou ~ hello,positive
"Ayah|OnAir: je confirme pour l'assistante, mais qu'elle soit rousse ;)",positive
Comme un ouragan ♫,neutral
hhhhhh rouh nikomek al9ahba a new man,positive
meme en pleine journée Mamy ?,neutral
!seau Inno,neutral
dir 5 em,neutral
ou pas,negative
diablotin:  bonsoir,positive
Ha ok fati,positive
"Barbie:  ah bin avec ce pseudo, tu vas attirer les boulets qui voudront jouer avec toi lol",negative
bisousss Ennour a plus tard ?,positive
perlea: tu conai larab ,neutral
Hhhh,neutral
!canard1 new-man,neutral
!calin Eddie- ;) <3,positive
Je regarde plus ça me gonfle,negative
bonjour,positive
ya jedek,neutral
!calin,positive
Okk je savais pas,negative
le ukulélé c'est le plus simple.,positive
awah nta nelsa9 fik w khlas kchma yjyb rebi,neutral
hhhh,positive
New-man chad 9lbek lol,neutral
bonjour LadyIce,positive
merci mon frere argelino1,positive
la famille    Babycrew,neutral
c'est important de s'auto rafraîchir Candice :3,neutral
si quelqun porte un collier et une lesse c'est etre soumis aussi,negative
Salamo ردد معي المسلم من سلم المسلمون من لسانه ويده,neutral
redDol: pas sur salon,neutral
espérons qu'ils le sorte avant de mourir du variant lambada.,negative
Anya: plouf f wled khlouf direct,neutral
tu fais bien,positive 
Salamo 😷 b skotch,positive
"Tramontane, genre le week end dernier je suis pas venu je crois lol ou viteuf j'ai profité du soleil à fond lol",neutral
bonsoir,positive
CV Candice,neutral
franchement pas grand chose etant donné que je suis centrée sur une tâche de verification domestique,neutral
sinon je cris,negative
hhhhhhhhhhhhhhhhhhhh,positive
argelino1: OK mruguela hhh,positive
Hhhhhhhhhhh,positive
c'est quoi ton seuil de pauvreté ?,negative
"Tramontane, faut donner de l'argent à ton pays wesh ",neutral
bonsoir,positive
J'ai de la marge lol,positive
Image partagée: https://i.imgur.com/1PJbWRX.jpg,neutral
T tjra,neutral
Ahhhhh salamo,neutral 
elle me l'a dit au tel,neutral
alikome pas pour les musulmans,negative
à cause de la marge qu'ils vont se faire pour récup,negative
"Tramontane, coucou bises au passage x: sur ton pseudo ",positive
 ℹ️ [ INFO Chaat.fr ] ℹ️ : Envie de faire partie des radios sur la playlist de l'interface de t'chat? ♫♪.ılılıll|̲̅̅●̲̅̅|̲̅̅=̲̅̅|̲̅̅●̲̅̅|llılılı.♫♪ Faites en la demande sur ☞ https://support.chaat.fr/partenariat-radio :o) Enjoy !(>‿◠)✌,neutral
new-man: hhhh Imen ,positive
Satanas lol PetitPierre|Happy-Days|On-AiR ça ma manqué lol,negative
sinon tu finis dans la nasse,negative
Midnight > je ne me souviens pas avoir vu soumhard.,negative
Killbill ah ok possible,positive
Bah jarrive pas a le mettre,negative
certains plus que d autres Elolo ;),neutral
debbouze un assasin,negative
Crepuscule:  on es pas censé parler religion sur le salon laisse le tanquille,negative
li idir mayahderch,neutral
Doux dodo hannibal-smith76|venere,negative
pas sur que ca face le meme effet un curly Desesperance,negative
Anya fait un énorme Kiiiiisss à DialoguerSimplement,positive
"bakii, C'est bien de bosser au chaud",neutral
pansement desinfectant biafine,positive
ah sorry mon chat a marché sur le clavier ^^,negative
Nanasse tg MDR,positive
!kiss DialoguerSimplement,positive
mansgplus,neutral
bonjour tom,positive
!seen *@*EF8C7DE9.IP,neutral
Bonjour à tous,positive
lol  speedd,neutral
Nanasse,neutral
je rev1,neutral
Italien dans le coeur et dans le geste,positive
"Monica > Ano est ici, regarde mieux.",positive
elle appelle au secour,negative
pk les filles demande de venir en privee et ne reponde pas ?,negative
elle suce encore des sucettes,negative
sublime je ne parle pas au usere qui insulte,negative
C'est un pédophile narcissique LeRebelle,negative
YouTube Flo Rida - Low (DBLM x FRXSTY Remix) par TrapMusicHDTV (durée: 3:55) - Vue(s): 27495554,neutral
Elolo: tu parles a moi ?,neutral
60 secondes quesada vs xavier,neutral
bsr Shannon,positive
انا مسلم عاصي,neutral
"Tramontane, Crée quoi? j'ai perdu le fil :(",negative
bye elinea,positive
basseme bayen fik chekam,neutral
abawiwiwi,positive
TiteSeve: Reste positive .Tout arrive a qui sait attendre. Je croise les doigts,positive
super,positive
JE BOYCOTT LA ROOM,negative
lune-: oui toujours rire,positive
Dina pv,neutral
salut,positive
Bonne nuit,positive
perpignan enfin à coté,neutral
Salut,positive
Ca veut rien dire pleins de choses LeRebelle,negative
Elle se répète,negative
qoli l babak  n3ich wahdi :lol:,neutral
Elle est trop velu lol,negative
New-man donc pas vrai ?,neutral
Unknown: wlh kayna,neutral
Adage oui tu vois bien allahi barek,neutral
les mecs sur les photos sont tous beaux c'est mon type surtout la pp c'est un rappeur c'est mon style ultime de mec si y'a qq qui ressemble à ça jdeviens ouf,positive
Turgon: comme moi taleur mon jean trempée jusqu'aux fesses,positive
Moi qui pensais innocemment que les gens âgés étaient réglés comme des horloges,negative
Tout arrive LeRebelle ^^,positive
Unknown:  suis la sans seen hhh,negative
ça va,positive
J ve 1e rps New-man,neutral
rien ne prouve que ce soit un coup monté,neutral
diablotin c'est un secret pour personne ça ;),positive
goodpics,positive
hhhhhhhhhhhhh,positive
 DialoguerSimplement prend new-man dans ses bras et lui fait un énorme calin ❤❤❤,positive
grominet01: hier moi les orages,negative
"A""tina wahda ya new-man",positive
canari: Tu t'ennui grave ds ta cage doré en dirai !! lol,negative
YouTube Aderrahmane Djalti - Habit ana nekber m3ak⎜عبد الرحمان جلطي - حبيت انا نكبر معاك par PATRIMOINE DZ (durée: 5:33) - Vue(s): 5139397,neutral
!seau perlea,neutral
j ss né un,neutral
Re choupettenopv bisous 😊,positive
speedd:  wajadli douzan dbiha,neutral
ouaiiiiii Arabica,positive
Mais ya pas de dialogue en pv ici,negative
"Arabica (uid505084@Rose.du.Desert) a été vu pour la dernière fois quitter #Passions il y a 16 heures, 3 minutes (Bon retour sur www.chaat.fr).",neutral
H-Lamberty:,neutral
https://youtu.be/1fk7uyn1s5k,neutral
!seen miss_tyk,neutral
a part pour les pro,neutral
Bonjour,positive
ردوا السلام يابني مرة,neutral 
Tss quand j'vois comment on toque a la porte de ma cage....,negative
"Chaat.fr - n°30149  Aujourd'hui, mon amoureux et moi retapons une maison. Un technicien de mon opérateur téléphonique est passé pour relier la maison au poteau téléphonique. Il a effectivement relié quelque chose au poteau : ma sonnette ! Elle peut donc maintenant appeler en illimité. VDM ",neutral
"Chaat.fr - n°38328    Aujourd'hui, j'ai bêtement rougi quand ma prof de saxo m'a dit que j'avais un bel instrument. VDM ",neutral
avec un joint,negative
C'est pas l'humour qui les faits trembler?,negative
dina cc,positive
"Crepuscule, tu parles de voile avec la soumission ",negative
Une demi heure,neutral
Je tue ma solitude avec moi même,negative
Re nanasse 😊,positive
Je vous laisse ici trop de Pv cela me perturbe  mdrr,negative
YouTube Eminem feat. 2Pac - Faded | Mashup remix par Sphinx Music (durée: 3:48) - Vue(s): 3711372,neutral
on dirait que lesmurs de l'hopital sont toujours en cours de paiement,negative
et de un lol,positive
C'est toi mon problèmes,negative
Bonsoir,positive
!calin new-man,positive
"Raphry, Ton stylo n'a plus d'encre",negative
fais gaffe tu deviens addict bakii,negative
j'ai craqué pour des petits biscuits au citron genre cookies,negative
je serais un mec ici y'en pas une que je prendrais pour épouse,negative
moqueuse chipie !,negative
Du Michel le-grand  bien aussi non ? PetitPierre|Happy-Days|On-AiR,neutral
re bonsoir,positive
Salamo hhhhh,positive
oui jpense c'est des sons qui sont jamais sortis,neutral
Un peut oui,positive
Merci enissay ça donne envie en tout cas muam,positive
si tu saute chipie je tire lol,neutral
même quand tu les crées kAyzO  je le déconseille !,negative
Salamo ils sont simples mais avec un animal sauvage,neutral 
🙄 wa9il njibou l imam non Unknown speedd ??,neutral
Vois,neutral
la foudre est tomber a 100metre de moi chipie,positive
Chalut,positive
Enissay j'en veux bien aussi,positive
!tapavu arabica,neutral
c pas en disscutant sur un site que rah malayka tqolek amine,negtaive
!calin Gentilmec,positive
bueno4:  bouhhhh kifkif ana rani nkahhal,negative
Trop Inno 100 pour prendre les Armes !! lol,negative
"elle n'est pas malheureuse là où elle est, mais elle pense quand même à toi o:",neutral
ou tu te pacs,neutral
!clope,negative
ouaiiii bueno4 comme tu dis :p,positive
Salut  grizzly,positive
Bonne nuit chouchou74,positive
coucou bonsoir nanasse,positive
!tapavu chipie,positive
"franchement je comprend aussi que les femmes plus âgées en ont forcément plus bavés donc forcément un peu plus aigrie, mais bon je parle de mon expériences personnel c'est fou la méchanceté que je reçois des femmes de mon âge ou plus vieille",negative
red-hall elle de fait dansé la brosse danse danse mademoiselle   red-hall  tablati                       b,neutral
Insomnie,negative
qui est celibataire,neutral
يا الهي,neutral
Labrune:  insutle au moins sans faute,negative
Killbill elle lache pas l affaire mdr,negative
rouh,neutral
!calin Forseti,positive
Unknown:  le sage ahla,positive
Lulu: redi ohh,negative
Perlea c est quoi une notice stp,neutral
Labrune:  y'a pas de cam ici,negative
merci,positive
je suis l assistante de mon guerrier,neutral
revoilà Antho_|OnePiece,neutral
hannibal-smith76: allalla je préfère le lapin :p,neutral
"Fadila slmm tu dis quoi  ,",neutral 
oui hein HamsterJovial on y voit la petite souris!,neutral
ca attendra,neutral
"C'est quoi, cette manie, de bosser la nuit ??",negative
Vocal je c pas,negative
c pas du sport c un business,negative
Wlh tablokit,neutral
ViVE RaChOoOoOoOoOo,positive
les gens,neutral
j'ai acheté ses deux magazines ils sont très bien faits également.,positive
samedii: de r1,positive
HamsterJovial|Otaf:  le vilain que tu es,negative
Barbapapa:  on dit ke le mariage est le cimetiere de lamour,negative
Erreur désolé,negative
Basseme y a combien 1 partout,neutral
Samedii men 8 maklitch,neutral
On va manger de la pizza,neutral
perlea: cv toi je devien de moin en moin rapid lol,negative
Unknown: tu parle à mon fantôme la lol,negative
Moscoo مازال كاين لي يحشموا زعما ماشاء الله هههههههههه,positive
cherche ken,neutral
Salut Les filles,positive
oui je ne suis pas à plaindre Caramelo,positive
Avec Quesada ?,neutral
ennour moi aussi j'ai rien dit de méchant,positive
saha adage chof m3a New-man 👻✌️,neutral
!kiss anya,positive
faudrait une chaine spéciale années 80,neutral
DeLuGe : mdrrrrr,positive
slm babycrew,positive
Tess_ bisous bsr,positive
hhhhhhhhhhhhhhhhhhhhhhhhhh,positive
Samedii besah troh w khalik,neutral
Ayah|OnAir: é p u i s é comme une hirondelle xD,neutral
bonsoir P0ussiere2lune|b0ulot,positive
Bonjour,positive
calmate,neutral
جاك وحش,neutral
Bsr à tt le monde,positive
"H-Lamberty:  faut y amener a la dechetterie, c'est a l'autre bout de la ville",neutral
Cc achoum,positive
bonsoir The_Swing,positive
Biensur,positive
tout l'été,neutral
Moscoo b12 lech mlih zaama hahahah ?,positive
Imen souhaite une bonne nuit ☾ à tout le monde ! (*・‿・)ノ*`*`* A demain les Ami(e)s !,positive
مافيه ماء,neutral
adage techki lness narefhom,neutral
fahmouni  c koi hechma,neutral
mdr vitaa1,positive
Coucou,positive
!voice ChoupetteNoPV,neutral
une chanson samedii,neutral
je comprends pas désolé je suis courtois sympa ici pareil en pv même si des vois je délire mais toujours dans limite et avec respect,positive
bsr steve,positive
perlea: hhhhh aglaba,positive
Ce lui qui a pris l'âme ou va ton âme,neutral
bisoussssssssssssss bueno4  po baveux cause covid  :p,negative
"Crepuscule, mais c'est bien je te félicite ^^ question de point de vu on à pas le même pour moi une personne voilé H ou F n'est pas égale à la soumission comme tu l'as si bien dit plus haut (: ",positive
t'etait pas en pause tchaat Crepuscule je croyais,neutral
hakunamatata:  ah oupss excuse moi,neutral
pour l instant le taf,neutral
"Tramontane, lol non des personnage non-jouable",neutral
Speedd parfois on a pas le choix l'essentiel c'est d'avoir une bonne santé,neutral
"voilà Tramontane, mais il est réservé lol",neutral
Thorman je voulais dire pv,neutral
Vous faites quoi ?,neutral
nasia:  je ss l unique,neutral
ludivine poiron de agen et une michto,negative
oui sinon comment allez vous,positive
cool Crepuscule,positive
coucou,positive
TiteSeve bsrrrr,positive
arrghhhh,negative
Y a vraiment des gens qui jouent de l'argent sur le foot?,neutral
Pardon,positive
kounte ngaserlha balbillard,neutral 
!calin ChoupetteNoPV partout,positive
Arabica:  arte une femme fait pas ca a son amoureu,negative
